1	0.21162995282146665
2	0.11545742468701468
3	0.11079355536235704
4	0.05759426144262155
5	0.03353561047050688
6	0.031564402497477
7	0.030748633564346366
8	0.02931082072771258
9	0.025487075559794903
10	0.03480831409494082
11	0.0408628447395232
12	0.033064378425478935
13	0.02251727558258507
14	0.022945874836295843
15	0.021476387460198667
16	0.017386155616905954
17	0.017870689431826275
18	0.019478136570089392
19	0.020376710324651666
20	0.018486112407926057
21	0.014994670429991351
22	0.013739033964359097
23	0.012258401657972071
24	0.017041372549202707
25	0.016287392988387082
26	0.015578918779889742
27	0.016997177774707477
28	0.012547015522917112
29	0.01558851393767529
30	0.01301065728896194
31	0.010570240543327399
32	0.012559326365590096
33	0.012742750346660614
34	0.010643038381305005
35	0.009220015878478685
36	0.016190023109730747
37	0.010251408028933737
38	0.01044801612281137
39	0.013585181389417913
40	0.014024545283367237
41	0.014113888661894534
42	0.014797816001292732
43	0.017204060322708555
44	0.011754204829533895
45	0.011559432786371972
46	0.012031087729459008
47	0.009511090271795789
48	0.014965373401840528
49	0.01379601393515865
50	0.01023299117676086
